time,open,high,low,close,tick_volume,spread,real_volume
2025-09-26 05:52:00,5905.284,5905.412,5904.062,5904.539,30,162,0
2025-09-26 05:53:00,5904.529,5904.608,5903.16,5903.316,30,162,0
2025-09-26 05:54:00,5903.181,5903.418,5902.556,5902.556,30,162,0
2025-09-26 05:55:00,5902.557,5903.476,5902.557,5903.065,30,162,0
2025-09-26 05:56:00,5903.167,5903.466,5902.627,5903.356,30,162,0
2025-09-26 05:57:00,5903.261,5903.455,5902.599,5903.169,30,162,0
2025-09-26 05:58:00,5903.16,5903.16,5901.627,5901.844,30,162,0
2025-09-26 05:59:00,5901.919,5902.205,5901.569,5902.196,30,162,0
2025-09-26 06:00:00,5902.159,5902.338,5901.805,5902.29,30,162,0
2025-09-26 06:01:00,5902.199,5902.43,5900.509,5900.509,30,162,0
2025-09-26 06:02:00,5900.454,5900.59,5899.79,5900.394,29,162,0
2025-09-26 06:03:00,5900.441,5901.564,5900.271,5900.449,29,162,0
2025-09-26 06:04:00,5900.399,5901.107,5900.399,5900.482,30,162,0
2025-09-26 06:05:00,5900.389,5900.886,5900.144,5900.696,30,162,0
2025-09-26 06:06:00,5900.663,5901.182,5900.254,5900.254,30,162,0
2025-09-26 06:07:00,5900.009,5900.056,5898.844,5898.844,30,162,0
2025-09-26 06:08:00,5898.79,5899.141,5898.52,5898.52,30,162,0
2025-09-26 06:09:00,5898.643,5898.903,5898.142,5898.64,30,162,0
2025-09-26 06:10:00,5898.5,5899.124,5898.194,5899.058,30,162,0
2025-09-26 06:11:00,5899.0,5900.626,5898.577,5900.626,29,162,0
2025-09-26 06:12:00,5900.516,5900.88,5899.78,5900.47,30,162,0
2025-09-26 06:13:00,5900.544,5900.928,5900.034,5900.928,30,162,0
2025-09-26 06:14:00,5900.789,5902.639,5900.636,5902.639,30,162,0
2025-09-26 06:15:00,5902.823,5904.09,5902.583,5903.769,30,162,0
2025-09-26 06:16:00,5903.88,5903.893,5902.893,5903.502,30,162,0
2025-09-26 06:17:00,5903.215,5903.746,5903.001,5903.57,30,162,0
2025-09-26 06:18:00,5903.616,5904.067,5903.275,5903.474,30,162,0
2025-09-26 06:19:00,5903.378,5903.553,5901.759,5902.03,30,162,0
2025-09-26 06:20:00,5902.067,5902.473,5901.723,5902.473,30,162,0
2025-09-26 06:21:00,5902.315,5903.098,5901.906,5901.906,30,162,0
2025-09-26 06:22:00,5902.21,5902.42,5900.861,5900.882,30,162,0
2025-09-26 06:23:00,5900.849,5901.794,5900.849,5901.532,30,162,0
2025-09-26 06:24:00,5901.352,5901.352,5899.592,5900.037,30,162,0
2025-09-26 06:25:00,5900.039,5902.47,5899.985,5902.47,30,162,0
2025-09-26 06:26:00,5902.738,5902.738,5901.805,5902.179,29,162,0
2025-09-26 06:27:00,5902.464,5903.419,5902.464,5902.765,30,162,0
2025-09-26 06:28:00,5902.676,5903.032,5902.022,5902.165,30,162,0
2025-09-26 06:29:00,5902.045,5902.598,5901.833,5902.455,30,162,0
2025-09-26 06:30:00,5902.629,5903.542,5902.21,5902.832,30,162,0
2025-09-26 06:31:00,5903.027,5903.744,5902.953,5903.652,29,162,0
2025-09-26 06:32:00,5903.601,5903.601,5902.692,5903.04,30,162,0
2025-09-26 06:33:00,5903.091,5903.23,5902.571,5902.88,30,162,0
2025-09-26 06:34:00,5902.928,5903.433,5902.455,5903.239,30,162,0
2025-09-26 06:35:00,5903.254,5903.566,5903.042,5903.316,30,162,0
2025-09-26 06:36:00,5903.368,5904.106,5903.263,5903.464,30,162,0
2025-09-26 06:37:00,5903.412,5903.435,5902.781,5903.412,30,162,0
2025-09-26 06:38:00,5903.673,5904.254,5903.163,5904.218,30,162,0
2025-09-26 06:39:00,5904.279,5905.583,5904.244,5905.428,30,162,0
2025-09-26 06:40:00,5905.739,5906.081,5904.7,5904.7,30,162,0
2025-09-26 06:41:00,5904.857,5905.369,5904.483,5904.483,30,162,0
2025-09-26 06:42:00,5904.415,5904.913,5903.355,5903.499,30,162,0
2025-09-26 06:43:00,5903.448,5905.049,5902.691,5905.049,30,162,0
2025-09-26 06:44:00,5904.918,5905.467,5904.38,5905.365,30,162,0
2025-09-26 06:45:00,5905.449,5905.974,5905.096,5905.509,30,162,0
2025-09-26 06:46:00,5905.581,5905.668,5904.704,5905.336,30,162,0
2025-09-26 06:47:00,5905.424,5906.133,5905.116,5905.907,30,162,0
2025-09-26 06:48:00,5905.857,5905.94,5904.344,5904.344,30,162,0
2025-09-26 06:49:00,5904.183,5904.183,5902.375,5902.802,30,162,0
2025-09-26 06:50:00,5902.711,5903.212,5902.345,5902.345,30,162,0
2025-09-26 06:51:00,5902.259,5902.259,5901.1,5901.396,30,162,0
2025-09-26 06:52:00,5901.349,5902.044,5901.02,5901.117,30,162,0
2025-09-26 06:53:00,5901.175,5901.677,5901.001,5901.111,30,162,0
2025-09-26 06:54:00,5901.244,5901.278,5900.265,5900.384,29,162,0
2025-09-26 06:55:00,5900.181,5900.199,5899.466,5899.916,30,162,0
2025-09-26 06:56:00,5900.083,5900.275,5899.141,5899.401,30,162,0
2025-09-26 06:57:00,5899.463,5899.622,5898.158,5898.361,30,162,0
2025-09-26 06:58:00,5898.442,5899.157,5898.035,5899.094,28,162,0
2025-09-26 06:59:00,5898.882,5898.964,5897.427,5897.922,30,162,0
2025-09-26 07:00:00,5898.214,5898.288,5896.341,5896.531,30,162,0
2025-09-26 07:01:00,5896.423,5897.313,5895.885,5897.313,30,162,0
2025-09-26 07:02:00,5897.191,5898.219,5896.793,5897.625,30,162,0
2025-09-26 07:03:00,5897.78,5898.555,5897.609,5898.424,30,162,0
2025-09-26 07:04:00,5898.357,5899.457,5898.156,5899.311,30,162,0
2025-09-26 07:05:00,5899.229,5899.229,5897.38,5897.421,30,162,0
2025-09-26 07:06:00,5897.509,5898.584,5897.487,5898.485,30,162,0
2025-09-26 07:07:00,5898.535,5898.535,5897.761,5897.968,30,162,0
2025-09-26 07:08:00,5897.872,5898.392,5897.264,5897.612,30,162,0
2025-09-26 07:09:00,5897.824,5898.19,5897.19,5897.19,30,162,0
2025-09-26 07:10:00,5897.213,5897.572,5896.85,5897.36,30,162,0
2025-09-26 07:11:00,5897.4,5898.677,5897.4,5898.359,30,162,0
2025-09-26 07:12:00,5898.411,5898.411,5897.652,5897.761,30,162,0
2025-09-26 07:13:00,5897.594,5897.594,5896.589,5896.6,30,162,0
2025-09-26 07:14:00,5896.503,5896.503,5895.438,5895.486,30,162,0
2025-09-26 07:15:00,5895.432,5895.925,5894.944,5895.408,30,162,0
2025-09-26 07:16:00,5895.546,5895.797,5894.656,5894.656,30,162,0
2025-09-26 07:17:00,5894.687,5895.135,5894.225,5894.814,30,162,0
2025-09-26 07:18:00,5894.75,5896.386,5894.727,5896.266,30,162,0
2025-09-26 07:19:00,5896.225,5896.799,5895.811,5896.586,30,162,0
2025-09-26 07:20:00,5896.672,5897.698,5896.672,5897.45,30,162,0
2025-09-26 07:21:00,5897.517,5897.571,5895.989,5895.989,28,162,0
2025-09-26 07:22:00,5896.011,5896.011,5894.9,5895.265,30,162,0
2025-09-26 07:23:00,5895.366,5895.366,5893.946,5894.184,30,162,0
2025-09-26 07:24:00,5894.354,5894.354,5892.975,5892.995,30,162,0
2025-09-26 07:25:00,5893.089,5893.423,5892.715,5892.715,29,162,0
2025-09-26 07:26:00,5892.765,5893.458,5892.417,5893.458,30,162,0
2025-09-26 07:27:00,5893.396,5893.648,5892.423,5892.622,30,162,0
2025-09-26 07:28:00,5892.624,5892.624,5891.837,5892.472,30,162,0
2025-09-26 07:29:00,5892.911,5893.31,5892.596,5892.721,30,162,0
2025-09-26 07:30:00,5892.665,5892.836,5891.905,5892.397,30,162,0
2025-09-26 07:31:00,5892.458,5892.913,5891.916,5892.346,30,162,0
2025-09-26 07:32:00,5892.127,5893.992,5892.127,5893.692,30,162,0
2025-09-26 07:33:00,5893.822,5894.045,5893.065,5893.065,30,162,0
2025-09-26 07:34:00,5893.054,5893.351,5892.586,5892.595,30,162,0
2025-09-26 07:35:00,5892.536,5893.765,5892.536,5893.631,30,162,0
2025-09-26 07:36:00,5893.514,5894.311,5893.041,5893.971,30,162,0
2025-09-26 07:37:00,5893.918,5894.471,5893.896,5894.163,30,162,0
2025-09-26 07:38:00,5894.218,5894.384,5893.711,5893.852,30,162,0
2025-09-26 07:39:00,5893.565,5893.991,5893.193,5893.755,30,162,0
2025-09-26 07:40:00,5893.778,5893.985,5892.285,5892.375,30,162,0
2025-09-26 07:41:00,5892.244,5892.937,5891.995,5892.461,30,162,0
2025-09-26 07:42:00,5892.522,5893.131,5891.452,5891.832,30,162,0
2025-09-26 07:43:00,5891.88,5892.214,5891.638,5891.638,30,162,0
2025-09-26 07:44:00,5891.577,5892.602,5891.436,5892.494,30,162,0
2025-09-26 07:45:00,5892.556,5893.607,5892.556,5892.714,30,162,0
2025-09-26 07:46:00,5892.726,5892.953,5892.035,5892.604,30,162,0
2025-09-26 07:47:00,5892.643,5893.125,5892.537,5892.7,30,162,0
2025-09-26 07:48:00,5892.638,5894.549,5892.572,5894.549,30,162,0
2025-09-26 07:49:00,5894.729,5894.787,5893.777,5894.434,30,162,0
2025-09-26 07:50:00,5894.512,5894.717,5893.666,5894.07,30,162,0
2025-09-26 07:51:00,5893.855,5894.754,5893.855,5894.072,30,162,0
2025-09-26 07:52:00,5894.132,5894.516,5893.647,5893.898,30,162,0
2025-09-26 07:53:00,5893.963,5894.41,5893.627,5893.753,30,162,0
2025-09-26 07:54:00,5893.812,5895.257,5893.812,5894.797,30,162,0
2025-09-26 07:55:00,5894.898,5896.003,5894.898,5895.187,30,162,0
2025-09-26 07:56:00,5895.244,5895.931,5895.158,5895.345,30,162,0
2025-09-26 07:57:00,5895.461,5896.349,5895.297,5896.076,30,162,0
2025-09-26 07:58:00,5895.788,5896.649,5895.747,5896.258,29,162,0
2025-09-26 07:59:00,5896.312,5896.325,5894.782,5894.946,30,162,0
2025-09-26 08:00:00,5894.951,5895.328,5894.698,5895.285,30,162,0
2025-09-26 08:01:00,5895.448,5896.095,5895.282,5895.773,30,162,0
2025-09-26 08:02:00,5895.726,5897.041,5895.289,5895.576,30,162,0
2025-09-26 08:03:00,5895.682,5895.886,5894.87,5895.012,30,162,0
2025-09-26 08:04:00,5895.17,5895.17,5894.423,5894.423,30,162,0
2025-09-26 08:05:00,5894.183,5894.747,5893.834,5894.143,30,162,0
2025-09-26 08:06:00,5894.213,5894.427,5893.135,5893.628,30,162,0
2025-09-26 08:07:00,5893.78,5894.316,5893.631,5893.718,30,162,0
2025-09-26 08:08:00,5893.663,5893.663,5892.724,5893.171,30,162,0
2025-09-26 08:09:00,5893.053,5893.595,5892.844,5893.592,30,162,0
2025-09-26 08:10:00,5893.599,5893.599,5892.763,5893.077,30,162,0
2025-09-26 08:11:00,5893.156,5894.067,5893.133,5893.601,30,162,0
2025-09-26 08:12:00,5893.552,5893.884,5892.907,5893.76,30,162,0
2025-09-26 08:13:00,5893.591,5893.591,5892.328,5892.328,30,162,0
2025-09-26 08:14:00,5892.327,5892.384,5890.553,5890.638,30,162,0
2025-09-26 08:15:00,5890.815,5892.557,5890.815,5892.064,30,162,0
2025-09-26 08:16:00,5891.915,5891.969,5891.148,5891.698,30,162,0
2025-09-26 08:17:00,5891.635,5892.445,5891.635,5891.829,30,162,0
2025-09-26 08:18:00,5891.95,5893.0,5891.663,5892.899,30,162,0
2025-09-26 08:19:00,5892.966,5895.042,5892.966,5894.516,30,162,0
2025-09-26 08:20:00,5894.722,5894.722,5893.256,5893.31,30,162,0
2025-09-26 08:21:00,5893.409,5894.294,5892.812,5893.923,30,162,0
2025-09-26 08:22:00,5894.017,5894.465,5893.741,5893.741,30,162,0
2025-09-26 08:23:00,5893.752,5894.11,5892.757,5894.036,30,162,0
2025-09-26 08:24:00,5893.833,5894.698,5893.158,5893.158,30,162,0
2025-09-26 08:25:00,5893.091,5894.58,5893.091,5894.175,30,162,0
2025-09-26 08:26:00,5894.175,5894.278,5893.388,5893.622,30,162,0
2025-09-26 08:27:00,5893.666,5895.053,5893.416,5894.758,30,162,0
2025-09-26 08:28:00,5894.969,5895.042,5894.331,5894.598,30,162,0
2025-09-26 08:29:00,5894.36,5895.456,5894.346,5895.286,30,162,0
2025-09-26 08:30:00,5895.418,5895.475,5894.201,5894.52,30,162,0
2025-09-26 08:31:00,5894.552,5895.95,5894.552,5895.95,30,162,0
2025-09-26 08:32:00,5895.797,5895.845,5895.294,5895.441,30,162,0
2025-09-26 08:33:00,5895.517,5896.329,5895.337,5895.872,30,162,0
2025-09-26 08:34:00,5895.955,5896.382,5895.097,5895.097,30,162,0
2025-09-26 08:35:00,5895.145,5895.671,5895.044,5895.309,30,162,0
2025-09-26 08:36:00,5895.528,5896.048,5894.864,5894.864,30,162,0
2025-09-26 08:37:00,5894.828,5895.382,5894.56,5894.819,30,162,0
2025-09-26 08:38:00,5894.89,5895.408,5894.57,5895.027,29,162,0
2025-09-26 08:39:00,5895.041,5895.569,5894.293,5894.32,30,162,0
2025-09-26 08:40:00,5894.453,5894.898,5894.206,5894.808,30,162,0
2025-09-26 08:41:00,5894.776,5895.672,5894.317,5895.672,30,162,0
2025-09-26 08:42:00,5895.494,5896.484,5895.477,5896.137,30,162,0
2025-09-26 08:43:00,5895.934,5896.0,5895.018,5895.018,30,162,0
2025-09-26 08:44:00,5894.92,5895.043,5894.297,5894.297,30,162,0
2025-09-26 08:45:00,5894.271,5895.721,5894.217,5895.082,30,162,0
2025-09-26 08:46:00,5895.209,5895.316,5894.635,5895.15,30,162,0
2025-09-26 08:47:00,5895.113,5895.113,5893.884,5894.024,30,162,0
2025-09-26 08:48:00,5894.165,5894.456,5893.548,5894.382,30,162,0
2025-09-26 08:49:00,5894.251,5894.281,5893.009,5893.227,30,162,0
2025-09-26 08:50:00,5893.123,5893.593,5892.688,5893.395,30,162,0
2025-09-26 08:51:00,5893.329,5893.406,5891.838,5892.011,30,162,0
2025-09-26 08:52:00,5891.9,5892.182,5891.275,5891.469,30,162,0
2025-09-26 08:53:00,5891.499,5891.898,5891.2,5891.574,30,162,0
2025-09-26 08:54:00,5891.769,5892.61,5891.725,5891.768,30,162,0
2025-09-26 08:55:00,5891.755,5892.82,5891.755,5892.485,30,162,0
2025-09-26 08:56:00,5892.476,5893.298,5892.331,5892.728,29,162,0
2025-09-26 08:57:00,5892.595,5893.287,5892.581,5892.828,30,162,0
2025-09-26 08:58:00,5892.551,5892.677,5891.912,5891.943,30,162,0
2025-09-26 08:59:00,5891.975,5892.623,5891.278,5892.623,30,162,0
2025-09-26 09:00:00,5892.873,5893.558,5891.481,5891.575,30,162,0
2025-09-26 09:01:00,5891.307,5891.772,5890.231,5890.317,30,162,0
2025-09-26 09:02:00,5890.247,5890.58,5889.629,5890.248,30,162,0
2025-09-26 09:03:00,5890.264,5891.101,5890.148,5890.676,30,162,0
2025-09-26 09:04:00,5890.722,5891.581,5890.695,5891.173,30,162,0
2025-09-26 09:05:00,5891.056,5891.12,5890.474,5891.068,30,162,0
2025-09-26 09:06:00,5891.097,5892.003,5891.097,5891.773,30,162,0
2025-09-26 09:07:00,5891.942,5891.942,5889.954,5890.293,30,162,0
2025-09-26 09:08:00,5890.123,5890.388,5889.203,5889.446,30,162,0
2025-09-26 09:09:00,5889.372,5890.649,5889.32,5890.55,30,162,0
2025-09-26 09:10:00,5890.328,5890.457,5889.453,5889.628,30,162,0
2025-09-26 09:11:00,5889.593,5890.51,5889.32,5890.24,30,162,0
2025-09-26 09:12:00,5889.962,5890.757,5889.962,5890.584,30,162,0
2025-09-26 09:13:00,5890.727,5891.3,5889.906,5891.3,30,162,0
2025-09-26 09:14:00,5891.356,5891.737,5891.152,5891.53,30,162,0
2025-09-26 09:15:00,5891.482,5891.996,5890.821,5891.581,29,162,0
2025-09-26 09:16:00,5891.455,5891.922,5891.18,5891.871,30,162,0
2025-09-26 09:17:00,5891.632,5891.632,5890.579,5890.579,30,162,0
2025-09-26 09:18:00,5890.596,5890.67,5889.979,5890.427,30,162,0
2025-09-26 09:19:00,5890.538,5891.359,5890.538,5891.013,30,162,0
2025-09-26 09:20:00,5890.804,5891.073,5890.204,5890.587,30,162,0
2025-09-26 09:21:00,5890.422,5890.85,5890.001,5890.742,30,162,0
2025-09-26 09:22:00,5890.838,5891.25,5889.488,5889.488,30,162,0
2025-09-26 09:23:00,5889.471,5889.734,5888.71,5889.299,29,162,0
2025-09-26 09:24:00,5889.096,5889.096,5887.549,5887.572,30,162,0
2025-09-26 09:25:00,5887.603,5887.858,5886.132,5886.132,30,162,0
2025-09-26 09:26:00,5886.305,5886.592,5885.891,5886.48,30,162,0
2025-09-26 09:27:00,5886.325,5886.325,5884.664,5885.17,30,162,0
2025-09-26 09:28:00,5885.319,5886.517,5885.319,5885.899,30,162,0
2025-09-26 09:29:00,5885.785,5886.393,5885.475,5885.565,30,162,0
2025-09-26 09:30:00,5885.517,5885.517,5884.29,5884.53,30,162,0
2025-09-26 09:31:00,5884.653,5885.596,5884.109,5885.596,30,162,0
2025-09-26 09:32:00,5885.472,5887.131,5885.231,5887.131,30,162,0
2025-09-26 09:33:00,5887.098,5887.879,5887.009,5887.415,30,162,0
2025-09-26 09:34:00,5887.233,5887.47,5886.339,5887.109,30,162,0
2025-09-26 09:35:00,5886.87,5886.904,5885.944,5886.811,30,162,0
2025-09-26 09:36:00,5886.935,5887.212,5886.538,5886.673,30,162,0
2025-09-26 09:37:00,5886.534,5886.569,5885.042,5885.067,30,162,0
2025-09-26 09:38:00,5884.947,5885.087,5884.102,5884.779,30,162,0
2025-09-26 09:39:00,5885.014,5885.979,5884.818,5885.756,30,162,0
2025-09-26 09:40:00,5885.685,5885.894,5885.0,5885.593,30,162,0
2025-09-26 09:41:00,5885.631,5886.325,5885.406,5886.184,30,162,0
2025-09-26 09:42:00,5886.173,5887.283,5886.07,5887.283,30,162,0
2025-09-26 09:43:00,5887.188,5887.452,5886.64,5886.98,29,162,0
2025-09-26 09:44:00,5886.858,5886.858,5885.985,5886.117,30,162,0
2025-09-26 09:45:00,5886.038,5886.867,5885.916,5886.835,30,162,0
2025-09-26 09:46:00,5886.804,5887.402,5886.567,5887.402,30,162,0
2025-09-26 09:47:00,5887.465,5887.465,5886.236,5886.242,30,162,0
2025-09-26 09:48:00,5886.369,5886.639,5885.099,5885.528,30,162,0
2025-09-26 09:49:00,5885.617,5885.962,5885.223,5885.585,29,162,0
2025-09-26 09:50:00,5885.66,5886.225,5885.337,5885.682,30,162,0
2025-09-26 09:51:00,5885.402,5885.439,5884.392,5884.588,30,162,0
2025-09-26 09:52:00,5884.607,5885.214,5884.525,5885.064,30,162,0
2025-09-26 09:53:00,5885.193,5886.776,5885.144,5886.652,30,162,0
2025-09-26 09:54:00,5886.514,5887.36,5886.027,5886.853,30,162,0
2025-09-26 09:55:00,5886.798,5887.253,5886.464,5887.124,30,162,0
2025-09-26 09:56:00,5887.172,5887.588,5886.251,5887.144,30,162,0
2025-09-26 09:57:00,5886.944,5887.152,5885.928,5885.928,30,162,0
2025-09-26 09:58:00,5886.074,5886.459,5885.678,5885.678,30,162,0
2025-09-26 09:59:00,5885.609,5886.338,5884.969,5885.101,30,162,0
2025-09-26 10:00:00,5885.227,5886.423,5885.154,5886.284,30,162,0
2025-09-26 10:01:00,5886.31,5887.202,5886.235,5886.518,30,162,0
2025-09-26 10:02:00,5886.485,5886.756,5886.094,5886.19,30,162,0
2025-09-26 10:03:00,5886.34,5886.401,5885.206,5885.357,30,162,0
2025-09-26 10:04:00,5885.382,5885.665,5884.704,5885.447,30,162,0
