time,open,high,low,close,tick_volume,spread,real_volume
2025-09-26 05:36:00,9382.61,9383.12,9381.76,9383.02,59,26,0
2025-09-26 05:37:00,9382.83,9383.57,9382.57,9383.42,56,26,0
2025-09-26 05:38:00,9383.57,9384.09,9382.8,9383.66,60,26,0
2025-09-26 05:39:00,9383.81,9383.81,9382.0,9382.23,56,26,0
2025-09-26 05:40:00,9382.02,9382.81,9380.71,9380.71,60,26,0
2025-09-26 05:41:00,9380.67,9380.88,9377.39,9377.58,58,26,0
2025-09-26 05:42:00,9377.5,9377.82,9376.28,9376.31,58,26,0
2025-09-26 05:43:00,9376.67,9377.59,9376.3,9377.4,58,26,0
2025-09-26 05:44:00,9377.3,9378.47,9376.71,9376.83,60,26,0
2025-09-26 05:45:00,9376.9,9377.76,9376.02,9377.22,59,26,0
2025-09-26 05:46:00,9377.16,9377.4,9375.05,9376.54,59,26,0
2025-09-26 05:47:00,9376.69,9378.39,9376.47,9378.37,59,26,0
2025-09-26 05:48:00,9378.25,9379.63,9377.77,9379.04,59,26,0
2025-09-26 05:49:00,9378.93,9379.25,9378.17,9378.3,58,26,0
2025-09-26 05:50:00,9378.47,9379.32,9377.83,9378.59,58,26,0
2025-09-26 05:51:00,9378.66,9379.01,9377.55,9378.76,58,26,0
2025-09-26 05:52:00,9378.78,9378.83,9376.94,9377.21,59,26,0
2025-09-26 05:53:00,9377.33,9378.2,9375.59,9376.71,59,26,0
2025-09-26 05:54:00,9376.55,9377.17,9376.16,9376.6,56,26,0
2025-09-26 05:55:00,9376.47,9376.47,9375.32,9375.32,57,26,0
2025-09-26 05:56:00,9375.18,9375.75,9372.26,9372.48,59,26,0
2025-09-26 05:57:00,9372.1,9372.1,9370.88,9370.88,58,26,0
2025-09-26 05:58:00,9371.03,9371.03,9368.26,9368.4,57,26,0
2025-09-26 05:59:00,9368.33,9368.94,9366.56,9367.57,57,26,0
2025-09-26 06:00:00,9367.68,9369.65,9367.53,9369.58,59,26,0
2025-09-26 06:01:00,9369.63,9369.95,9368.51,9368.93,58,26,0
2025-09-26 06:02:00,9369.02,9369.31,9367.46,9368.4,58,26,0
2025-09-26 06:03:00,9368.6,9369.2,9367.27,9368.09,58,26,0
2025-09-26 06:04:00,9367.91,9368.43,9365.98,9366.09,55,26,0
2025-09-26 06:05:00,9366.33,9367.34,9365.14,9367.17,60,26,0
2025-09-26 06:06:00,9367.22,9368.72,9367.22,9368.58,59,26,0
2025-09-26 06:07:00,9368.36,9368.99,9367.09,9367.52,60,26,0
2025-09-26 06:08:00,9367.63,9368.34,9367.32,9367.83,58,26,0
2025-09-26 06:09:00,9367.82,9369.59,9367.41,9369.57,58,26,0
2025-09-26 06:10:00,9369.61,9370.01,9368.71,9369.02,60,26,0
2025-09-26 06:11:00,9369.22,9369.88,9367.85,9368.4,57,26,0
2025-09-26 06:12:00,9368.37,9370.81,9367.89,9370.16,59,26,0
2025-09-26 06:13:00,9370.13,9371.37,9370.11,9370.15,60,26,0
2025-09-26 06:14:00,9370.24,9371.03,9369.14,9371.03,60,26,0
2025-09-26 06:15:00,9371.19,9372.42,9370.6,9372.42,59,26,0
2025-09-26 06:16:00,9372.4,9372.86,9370.82,9372.14,60,26,0
2025-09-26 06:17:00,9371.96,9372.04,9370.34,9370.79,59,26,0
2025-09-26 06:18:00,9370.59,9371.48,9370.08,9371.1,58,26,0
2025-09-26 06:19:00,9371.12,9371.16,9369.37,9369.37,59,26,0
2025-09-26 06:20:00,9369.47,9370.83,9369.2,9370.27,60,26,0
2025-09-26 06:21:00,9370.51,9370.92,9369.8,9369.98,59,26,0
2025-09-26 06:22:00,9370.27,9371.97,9370.19,9371.06,60,26,0
2025-09-26 06:23:00,9371.12,9372.47,9370.76,9372.07,58,26,0
2025-09-26 06:24:00,9371.88,9372.06,9368.93,9369.02,60,26,0
2025-09-26 06:25:00,9368.98,9369.63,9368.15,9369.51,58,26,0
2025-09-26 06:26:00,9369.45,9371.13,9369.23,9371.13,60,26,0
2025-09-26 06:27:00,9371.16,9371.77,9369.83,9370.8,58,26,0
2025-09-26 06:28:00,9370.95,9372.43,9370.95,9372.12,59,26,0
2025-09-26 06:29:00,9372.11,9373.42,9371.4,9373.42,59,26,0
2025-09-26 06:30:00,9373.3,9374.0,9372.67,9373.35,60,26,0
2025-09-26 06:31:00,9373.44,9374.37,9373.0,9374.24,59,26,0
2025-09-26 06:32:00,9374.27,9375.21,9373.52,9373.52,59,26,0
2025-09-26 06:33:00,9373.57,9373.57,9371.68,9372.55,59,26,0
2025-09-26 06:34:00,9372.43,9373.36,9371.42,9373.22,59,26,0
2025-09-26 06:35:00,9373.24,9374.59,9372.9,9374.48,60,26,0
2025-09-26 06:36:00,9374.17,9375.6,9374.12,9374.52,57,26,0
2025-09-26 06:37:00,9374.37,9374.82,9374.01,9374.4,57,26,0
2025-09-26 06:38:00,9374.53,9374.57,9373.17,9373.63,59,26,0
2025-09-26 06:39:00,9373.68,9375.99,9373.09,9374.85,57,26,0
2025-09-26 06:40:00,9374.83,9375.57,9374.41,9374.8,56,26,0
2025-09-26 06:41:00,9374.89,9374.89,9372.75,9373.59,59,26,0
2025-09-26 06:42:00,9373.55,9374.66,9372.88,9373.74,58,26,0
2025-09-26 06:43:00,9373.75,9375.69,9373.06,9375.69,59,26,0
2025-09-26 06:44:00,9375.49,9377.22,9375.41,9377.12,59,26,0
2025-09-26 06:45:00,9377.11,9378.69,9376.68,9378.69,60,26,0
2025-09-26 06:46:00,9378.55,9379.93,9377.85,9379.25,59,26,0
2025-09-26 06:47:00,9379.11,9381.3,9378.84,9380.74,58,26,0
2025-09-26 06:48:00,9380.81,9381.21,9379.94,9380.92,58,26,0
2025-09-26 06:49:00,9380.96,9383.43,9380.96,9383.43,55,26,0
2025-09-26 06:50:00,9383.28,9385.6,9382.76,9385.13,58,26,0
