ticket,time,time_msc,time_update,time_update_msc,type,magic,identifier,reason,volume,price_open,sl,tp,price_current,swap,profit,symbol,comment,external_id
5455471362,2025-09-29 10:39:35,1759142375156,1759142375,1759142375156,1,12345,5455471362,3,8.0,13546.152,13549.152,13543.152,13546.717,0.0,-4.52,Volatility 15 (1s) Index,AutoTraderBot,
