time,open,high,low,close,tick_volume,spread,real_volume
2025-09-26 04:08:00,2875.827,2876.396,2874.625,2874.625,30,199,0
2025-09-26 04:09:00,2874.782,2874.782,2873.051,2873.862,30,199,0
2025-09-26 04:10:00,2873.9,2874.467,2873.438,2873.809,30,199,0
2025-09-26 04:11:00,2873.918,2874.533,2873.115,2874.499,30,199,0
2025-09-26 04:12:00,2874.473,2874.999,2873.884,2874.658,30,199,0
2025-09-26 04:13:00,2874.522,2875.315,2874.018,2875.31,30,199,0
2025-09-26 04:14:00,2875.39,2876.143,2874.915,2875.94,30,199,0
2025-09-26 04:15:00,2875.956,2876.212,2875.025,2875.317,30,199,0
2025-09-26 04:16:00,2875.416,2876.657,2875.169,2876.657,30,199,0
2025-09-26 04:17:00,2876.339,2876.552,2875.527,2876.021,30,199,0
2025-09-26 04:18:00,2875.999,2876.193,2875.066,2875.633,30,199,0
2025-09-26 04:19:00,2875.654,2875.704,2874.902,2875.381,30,199,0
2025-09-26 04:20:00,2875.202,2876.005,2875.202,2875.544,30,199,0
2025-09-26 04:21:00,2875.575,2876.149,2875.368,2875.584,30,199,0
2025-09-26 04:22:00,2875.53,2876.763,2874.619,2876.678,30,199,0
2025-09-26 04:23:00,2876.938,2877.34,2876.284,2876.379,30,199,0
2025-09-26 04:24:00,2876.551,2877.52,2876.551,2877.397,30,199,0
2025-09-26 04:25:00,2877.457,2877.64,2877.044,2877.64,30,199,0
2025-09-26 04:26:00,2877.54,2877.54,2874.671,2874.671,30,199,0
2025-09-26 04:27:00,2874.841,2875.541,2874.488,2874.751,30,199,0
2025-09-26 04:28:00,2874.754,2874.892,2873.364,2873.539,30,199,0
2025-09-26 04:29:00,2873.569,2873.808,2873.127,2873.519,30,199,0
2025-09-26 04:30:00,2873.514,2873.571,2872.528,2872.718,30,199,0
2025-09-26 04:31:00,2872.961,2872.961,2871.333,2871.444,30,199,0
2025-09-26 04:32:00,2871.524,2871.626,2870.719,2871.023,30,199,0
2025-09-26 04:33:00,2870.901,2872.092,2869.904,2869.904,30,199,0
2025-09-26 04:34:00,2869.644,2869.762,2866.994,2867.551,30,199,0
2025-09-26 04:35:00,2867.519,2867.585,2865.581,2865.581,30,199,0
2025-09-26 04:36:00,2865.541,2866.029,2865.061,2865.834,30,199,0
2025-09-26 04:37:00,2865.877,2865.877,2864.967,2865.726,30,199,0
2025-09-26 04:38:00,2865.602,2865.693,2864.97,2865.348,30,199,0
2025-09-26 04:39:00,2865.581,2865.875,2864.368,2864.514,30,199,0
2025-09-26 04:40:00,2864.2,2865.306,2864.2,2864.246,30,199,0
2025-09-26 04:41:00,2864.163,2865.853,2863.87,2865.853,30,199,0
2025-09-26 04:42:00,2866.155,2866.155,2864.136,2864.722,30,199,0
2025-09-26 04:43:00,2864.484,2865.161,2864.243,2864.718,30,199,0
2025-09-26 04:44:00,2864.458,2864.581,2863.159,2864.015,30,199,0
2025-09-26 04:45:00,2864.102,2864.698,2863.451,2863.451,30,199,0
2025-09-26 04:46:00,2863.136,2864.324,2863.095,2863.744,30,199,0
2025-09-26 04:47:00,2863.694,2864.487,2863.007,2864.222,30,199,0
2025-09-26 04:48:00,2864.134,2864.404,2863.276,2863.562,30,199,0
2025-09-26 04:49:00,2863.777,2864.272,2862.713,2864.272,30,199,0
2025-09-26 04:50:00,2864.077,2864.079,2863.203,2863.29,30,199,0
2025-09-26 04:51:00,2863.538,2864.102,2863.125,2863.647,30,199,0
2025-09-26 04:52:00,2863.792,2864.028,2862.584,2862.584,30,199,0
