time,open,high,low,close,tick_volume,spread,real_volume
2025-09-26 04:08:00,13712.755,13712.991,13708.98,13712.339,60,559,0
2025-09-26 04:09:00,13711.802,13713.788,13711.316,13713.199,60,559,0
2025-09-26 04:10:00,13713.277,13715.824,13712.644,13713.836,60,559,0
2025-09-26 04:11:00,13713.643,13715.253,13710.572,13710.603,60,559,0
2025-09-26 04:12:00,13710.891,13711.033,13708.207,13709.074,60,559,0
2025-09-26 04:13:00,13709.282,13710.822,13708.896,13709.891,60,559,0
2025-09-26 04:14:00,13710.388,13713.122,13708.777,13709.172,60,559,0
2025-09-26 04:15:00,13709.658,13714.975,13709.428,13714.975,60,559,0
2025-09-26 04:16:00,13715.311,13717.987,13713.141,13714.459,60,559,0
2025-09-26 04:17:00,13714.736,13714.736,13710.962,13712.607,60,559,0
2025-09-26 04:18:00,13712.871,13715.212,13710.612,13715.03,60,559,0
2025-09-26 04:19:00,13714.929,13717.51,13712.011,13717.366,60,559,0
2025-09-26 04:20:00,13717.254,13718.761,13715.929,13718.317,60,559,0
2025-09-26 04:21:00,13718.157,13719.946,13716.848,13719.384,60,559,0
2025-09-26 04:22:00,13719.42,13725.231,13719.42,13724.859,60,559,0
2025-09-26 04:23:00,13724.695,13726.339,13722.892,13723.209,60,559,0
2025-09-26 04:24:00,13723.759,13725.03,13721.591,13724.063,59,559,0
2025-09-26 04:25:00,13724.378,13727.685,13723.997,13725.441,60,559,0
2025-09-26 04:26:00,13725.367,13729.234,13724.822,13727.709,60,559,0
2025-09-26 04:27:00,13727.643,13733.937,13727.643,13733.383,60,559,0
2025-09-26 04:28:00,13732.651,13733.697,13731.518,13733.697,60,559,0
2025-09-26 04:29:00,13734.004,13734.352,13730.998,13732.504,60,559,0
2025-09-26 04:30:00,13732.079,13732.472,13729.506,13731.725,60,559,0
2025-09-26 04:31:00,13731.944,13732.472,13729.428,13729.428,60,559,0
2025-09-26 04:32:00,13729.273,13733.873,13729.273,13733.478,60,559,0
2025-09-26 04:33:00,13733.644,13733.644,13730.607,13731.059,60,559,0
2025-09-26 04:34:00,13731.454,13733.39,13729.102,13731.581,60,559,0
2025-09-26 04:35:00,13731.364,13732.564,13728.622,13730.71,60,559,0
2025-09-26 04:36:00,13731.77,13733.149,13728.838,13731.219,60,559,0
2025-09-26 04:37:00,13731.067,13731.932,13728.339,13729.546,60,559,0
2025-09-26 04:38:00,13729.481,13732.037,13729.481,13731.42,60,559,0
